阿城, 黑龙江省哈尔滨市阿城区会宁路61号, √, √, √, 哈尔滨铁路局, 车站
左岭, 湖北省武汉市洪山区左岭镇, √, 　, 　, 武汉铁路局, 车站
安陆, 湖北省安陆市, √, 　, 　, 武汉铁路局, 乘降所
巴东, 湖北省恩施州巴东县野山关镇, √, 　, 　, 武汉铁路局, 乘降所
长阳, 湖北省宜昌市长阳土家族自治县贺家坪镇渔泉溪村, √, 　, 　, 武汉铁路局, 乘降所
赤壁北, 湖北省赤壁市, √, 　, 　, 武汉铁路局, 乘降所
赤壁, 湖北省赤壁市, √, √, √, 武汉铁路局, 乘降所
大冶北, 湖北省大冶市五桥办事处新美村, √, 　, 　, 武汉铁路局, 乘降所
当阳, 湖北省当阳市坝陵开发区车站路, √, √, √, 武汉铁路局, 乘降所
鄂州城际, 湖北省鄂州市鄂城区江碧路, √, 　, 　, 武汉铁路局, 乘降所
鄂州东, 湖北省鄂州市燕矶镇沙塘村鄂州东站, √, 　, 　, 武汉铁路局, 乘降所
鄂州, 湖北省鄂州市鄂城区江碧路, √, 　, 　, 武汉铁路局, 乘降所
恩施, 湖北省恩施土家族苗族自治州金桂大道, √, 　, 　, 武汉铁路局, 乘降所
葛店南, 湖北省鄂州市葛店开发区大湾社区（高新大道）, √, 　, 　, 武汉铁路局, 乘降所
谷城, 湖北省襄阳市谷城县城关镇粉阳路151号, √, √, √, 武汉铁路局, 乘降所
固始, 河南省信阳市固始县段集镇火车站, √, 　, 　, 武汉铁路局, 乘降所
广水, 湖北省随州市广水市武胜关镇, √, 　, 　, 武汉铁路局, 乘降所
汉川车, 湖北省汉川市马口镇八大村, √, 　, 　, 武汉铁路局, 乘降所
汉口车, 湖北省武汉市江汉区金家墩特1号, √, √, √, 武汉铁路局, 乘降所
贺胜桥东, 湖北省咸宁市贺胜桥镇, √, 　, 　, 武汉铁路局, 乘降所
横沟桥东, 湖北省咸宁市横沟桥镇, √, 　, 　, 武汉铁路局, 乘降所
红安（西）, 湖北省红安县八里湾镇柯家湾, √, 　, 　, 武汉铁路局, 乘降所
花湖, 湖北省鄂州市鄂城区花湖大道人信南路（假日威尼斯背后）, √, 　, 　, 武汉铁路局, 乘降所
花山南, 湖北省武汉市洪山区花山镇大长山路特1号, √, 　, 　, 武汉铁路局, 乘降所
花园, 湖北省孝感市孝昌县花园镇, √, 　, 　, 武汉铁路局, 乘降所
华容东, 湖北省湖北省鄂州市华容区华容镇, √, 　, 　, 武汉铁路局, 乘降所
华容南, 湖北省湖北省鄂州市华容区华容镇, √, 　, 　, 武汉铁路局, 乘降所
华容, 湖北省湖北省鄂州市华容区, √, 　, 　, 武汉铁路局, 乘降所
淮滨, 河南省信阳市淮滨县栏杆镇, √, 　, 　, 武汉铁路局, 乘降所
黄冈, 湖北省黄冈市黄州区路口镇, √, 　, 　, 武汉铁路局, 乘降所
黄冈东, 湖北省黄冈市黄州区路口镇新华村, √, 　, 　, 武汉铁路局, 乘降所
黄冈西, 湖北省黄冈市黄州区雨王街刘家大湾村, √, 　, 　, 武汉铁路局, 乘降所
黄石北, 湖北省黄石市下陆区伍家洪大道, √, 　, 　, 武汉铁路局, 乘降所
黄石, 湖北省大冶市罗桥, √, √, √, 武汉铁路局, 乘降所
黄州, 湖北省黄冈市黄州区火车站管委会, √, 　, 　, 武汉铁路局, 乘降所
潢川, 河南省潢川县火车站开发区, √, √, √, 武汉铁路局, 乘降所
建始, 湖北省恩施土家族苗族自治州建始县邺州镇安乐井村　, √, 　, 　, 武汉铁路局, 乘降所
界首, 安徽省界首市东升路1号, √, 　, 　, 武汉铁路局, 乘降所
京山, 湖北省京山县新市大道1号, √, 　, 　, 武汉铁路局, 乘降所
荆门, 湖北省荆门市金龙泉大道4号, √, √, √, 武汉铁路局, 乘降所
荆州, 湖北省荆州市荆州区荆北村楚源大道, √, 　, 　, 武汉铁路局, 乘降所
利川, 湖北省利川市南环大道, √, 　, 　, 武汉铁路局, 乘降所
罗山, 河南省信阳市罗山县龙山乡, √, 　, 　, 武汉铁路局, 乘降所
漯河, 河南省漯河市公安街, √, √, √, 武汉铁路局, 乘降所
漯河西, 河南省漯河市翠华山路, √, 　, 　, 武汉铁路局, 乘降所
麻城, 湖北省麻城市黄金桥火车站开发区, √, √, √, 武汉铁路局, 乘降所
麻城北, 湖北省麻城市黄金桥开发区金通大道, √, 　, 　, 武汉铁路局, 乘降所
庙山, 湖北省武汉市洪山区东湖高新开发区, √, 　, 　, 武汉铁路局, 乘降所
明港, 河南省信阳市平桥区明港镇, √, 　, 　, 武汉铁路局, 乘降所
明港东, 河南省信阳市平桥区明港镇, √, 　, 　, 武汉铁路局, 乘降所
南胡东, 湖北省武汉市洪山区东湖高新开发区, √, 　, 　, 武汉铁路局, 乘降所
平顶山, 河南省平顶山市南环中路1号, √, √, √, 武汉铁路局, 乘降所
普安, 湖北省武汉市洪山区东湖高新开发区, √, 　, 　, 武汉铁路局, 乘降所
蕲春, 湖北省蕲春县火车站, √, √, √, 武汉铁路局, 乘降所
潜江, 湖北省潜江市紫月路特1号, √, 　, 　, 武汉铁路局, 乘降所
确山, 河南省驻马店市确山县城, √, 　, 　, 武汉铁路局, 乘降所
山坡东, 湖北省咸宁市山坡东镇, √, 　, 　, 武汉铁路局, 乘降所
商城, 河南省商城县上石桥镇火车站开发区, √, 　, 　, 武汉铁路局, 乘降所
沈丘, 河南省沈丘县兆丰大道南端, √, 　, 　, 武汉铁路局, 乘降所
十堰, 湖北省十堰市车站路11号, √, √, √, 武汉铁路局, 乘降所
松滋, 湖北省松滋市麻水乡张家畈村, √, 　, 　, 武汉铁路局, 乘降所
随州, 湖北省随州市城东新区迎宾大道, √, √, 　, 武汉铁路局, 乘降所
遂平, 河南省驻马店市遂平县城, √, 　, 　, 武汉铁路局, 乘降所
汤逊湖, 湖北省武汉市洪山区东湖高新开发区, √, 　, 　, 武汉铁路局, 乘降所
天门, 湖北省天门市皂市镇红花堰村, √, 　, 　, 武汉铁路局, 乘降所
天门南, 湖北省天门市多祥镇天门工业园, √, 　, 　, 武汉铁路局, 乘降所
土地堂东, 湖北省咸宁市土地堂镇, √, 　, 　, 武汉铁路局, 乘降所
乌龙泉南, 湖北省武汉市江夏区, √, 　, 　, 武汉铁路局, 乘降所
武昌, 湖北省武汉市武昌区中山路642号, √, √, √, 武汉铁路局, 乘降所
武当山, 湖北省丹江口市六里坪镇, √, 　, 　, 武汉铁路局, 乘降所
武汉, 湖北省武汉市洪山区阳春湖畔, √, 　, 　, 武汉铁路局, 乘降所
武穴, 湖北省武穴市石佛寺镇火车站开发区, √, 　, 　, 武汉铁路局, 乘降所
西平, 河南省驻马店市西平县城, √, 　, 　, 武汉铁路局, 乘降所
息县, 河南省信阳市息县曹黄林乡, √, 　, 　, 武汉铁路局, 乘降所
浠水, 湖北省浠水县火车站, √, √, √, 武汉铁路局, 乘降所
仙桃西, 湖北省仙桃市三伏潭镇雷场村, √, 　, 　, 武汉铁路局, 乘降所
咸宁北, 咸宁市西北部咸安区官埠桥镇渡船村, √, 　, 　, 武汉铁路局, 乘降所
咸宁东, 湖北省咸宁市咸宁开发区, √, 　, 　, 武汉铁路局, 乘降所
咸宁南, 湖北省咸宁市温泉区, √, 　, 　, 武汉铁路局, 乘降所
咸宁, 湖北省咸宁市咸安区, √, √, √, 武汉铁路局, 乘降所
襄阳, 湖北省襄阳市樊城区前进路, √, √, √, 武汉铁路局, 乘降所
襄阳东, 湖北省襄阳市襄州区交通路, √, 　, 　, 武汉铁路局, 乘降所
项城, 河南省项城市湖宾路南端向左2公里, √, 　, 　, 武汉铁路局, 乘降所
孝感, 湖北省孝感市孝南区, √, √, √, 武汉铁路局, 乘降所
孝感北, 湖北省孝感市大悟县高店新区, √, 　, 　, 武汉铁路局, 乘降所
新县, 河南省新县新集镇京九路火车站开发区, √, √, √, 武汉铁路局, 乘降所
信阳东, 河南省信阳市羊山新区信阳工业城产业聚集区内, √, 　, 　, 武汉铁路局, 乘降所
信阳, 河南省信阳市民权路与新华东路交叉口处, √, √, √, 武汉铁路局, 乘降所
阳新, 湖北省黄石市阳新县, √, √, 　, 武汉铁路局, 乘降所
宜昌东, 湖北省宜昌市伍家岗区东站路1号, √, √, √, 武汉铁路局, 乘降所
宜城, 湖北省宜城市雷河发展区廖河乡, √, 　, 　, 武汉铁路局, 乘降所
应城, 湖北省应城市广场大道, √, 　, 　, 武汉铁路局, 乘降所
云梦, 湖北省孝感市云梦县城, √, 　, 　, 武汉铁路局, 乘降所
枣阳, 湖北省枣阳市车站路, √, 　, 　, 武汉铁路局, 乘降所
枝城, 湖北省宜都市枝城镇车站路12号, √, √, √, 武汉铁路局, 乘降所
枝江北, 湖北省宜昌市枝江市仙女工业园, √, 　, 　, 武汉铁路局, 乘降所
纸坊东, 湖北省武汉市江夏区, √, 　, 　, 武汉铁路局, 乘降所
钟祥, 湖北省钟祥市站前路1号, √, 　, 　, 武汉铁路局, 乘降所
周口, 河南省周口市工农路南端, √, 　, 　, 武汉铁路局, 乘降所
驻马店, 河南省驻马店市驿城区, √, √, √, 武汉铁路局, 乘降所
驻马店西, 河南省驻马店市驿城区, √, 　, 　, 武汉铁路局, 乘降所
左岭, 湖北省武汉市洪山区左岭镇, √, 　, 　, 武汉铁路局, 乘降所
安康, 陕西省汉滨区进站路, √, √, √, 西安铁路局, 车站
安口窑, 甘肃省华亭县安口窑镇瓷市街, √, 　, 　, 西安铁路局, 车站
巴山, 陕西省镇巴县巴山镇火车站, √, 　, 　, 西安铁路局, 车站
白河东, 陕西省安康市白河县城关镇狮子山社区, √, 　, 　, 西安铁路局, 车站
白河县, 陕西安康市白河县群力村, √, 　, 　, 西安铁路局, 车站
白水江, 陕西省汉中市略阳县白水江镇, √, √, √, 西安铁路局, 车站
宝鸡, 陕西省宝鸡市迎宾路1号, √, √, √, 西安铁路局, 车站
宝鸡南, 陕西省宝鸡市高新五路南端宝鸡南高铁火车站, √, 　, 　, 西安铁路局, 车站
蔡家坡, 陕西省宝鸡市岐山县蔡家坡镇自强路西段, √, √, √, 西安铁路局, 车站
朝天, 四川省广元市朝天区, √, √, √, 西安铁路局, 车站
城固, 陕西省汉中市城固县城关镇, √, √, √, 西安铁路局, 车站
大荔, 陕西省渭南市大荔县北四环路大荔高铁火车站, √, 　, 　, 西安铁路局, 车站
大竹园, 陕西省安康市汉滨区大竹园镇大竹园火车站, √, 　, 　, 西安铁路局, 车站
丹凤, 陕西省丹凤县龙驹寨鹿池村, √, 　, 　, 西安铁路局, 车站
凤县, 陕西省宝鸡市凤县车站路, √, √, √, 西安铁路局, 车站
凤州, 陕西省宝鸡市凤县龙口镇宝凤公路旁, √, √, √, 西安铁路局, 车站
富县, 陕西省富县北教场富北东路, √, 　, 　, 西安铁路局, 车站
富县东, 陕西省富县茶坊镇吉子湾村, √, 　, 　, 西安铁路局, 车站
甘泉北, 陕西省延安市甘泉县美水路, √, 　, 　, 西安铁路局, 车站
高滩, 陕西省安康市紫阳县高滩镇高滩火车站, √, 　, 　, 西安铁路局, 车站
韩城, 陕西省韩城市新城区普照路, √, √, √, 西安铁路局, 车站
汉阴, 陕西省安康市汉阴县城关镇, √, √, √, 西安铁路局, 车站
汉中, 陕西省汉中市汉台区, √, √, √, 西安铁路局, 车站
合阳, 陕西省渭南市合阳县南蔡村合阳火车站, √, 　, 　, 西安铁路局, 车站
宏庆, 甘肃省两当县西坡镇, √, √, √, 西安铁路局, 车站
华山, 陕西省华阴市孟塬镇, √, √, √, 西安铁路局, 车站
华山北, 陕西省华阴市华岳北路华山北高铁火车站, √, 　, 　, 西安铁路局, 车站
黄陵, 陕西省黄陵县桥山镇秦家川村, √, 　, 　, 西安铁路局, 车站
徽县, 甘肃省徽县嘉陵镇, √, √, √, 西安铁路局, 车站
靖边, 陕西省靖边县张家畔镇海则畔村, √, 　, 　, 西安铁路局, 车站
陇县, 陕西省宝鸡市陇县中邑路, √, 　, 　, 西安铁路局, 车站
略阳, 陕西省汉中市略阳县城关镇, √, √, √, 西安铁路局, 车站
麻柳, 陕西省安康市紫阳县麻柳镇麻柳村, √, 　, 　, 西安铁路局, 车站
毛坝, 四川省宣汉县毛坝镇火车站, √, 　, 　, 西安铁路局, 车站
毛坝关, 陕西省紫阳县毛坝镇毛坝关火车站, √, 　, 　, 西安铁路局, 车站
米脂, 陕西省榆林市米脂县火车站, √, 　, 　, 西安铁路局, 车站
勉县, 陕西省汉中市勉县城关镇, √, √, √, 西安铁路局, 车站
蒲城？, 陕西省渭南市蒲城县贾曲乡（镇）杜家村, √, 　, 　, 西安铁路局, 车站
蒲城东, 陕西省蒲城县翔村镇马家村, √, 　, 　, 西安铁路局, 车站
岐山, 陕西省宝鸡市岐山县蔡家坡镇五丈原社区岐山高铁火车站, √, 　, 　, 西安铁路局, 车站
千河, 陕西省宝鸡市陈仓区千河镇司家崖村, √, 　, 　, 西安铁路局, 车站
千阳, 陕西省宝鸡市千阳县东海路与宝平南路路口, √, 　, 　, 西安铁路局, 车站
秦岭, 陕西省宝鸡市凤县黄牛铺镇东河桥村, √, √, √, 西安铁路局, 车站
清涧县, 陕西省榆林市清涧县折家坪镇, √, 　, 　, 西安铁路局, 车站
三原, 陕西省三原县南环路三原火车站, √, 　, 　, 西安铁路局, 车站
商洛, 陕西省商洛市沙河子镇, √, 　, 　, 西安铁路局, 车站
商南, 陕西省商南县富家沟, √, 　, 　, 西安铁路局, 车站
神木, 陕西省榆林市神木县水磨河村, √, √, √, 西安铁路局, 车站
石泉县, 陕西省安康市石泉县城关镇, √, √, √, 西安铁路局, 车站
绥德, 陕西省榆林市绥德县火车站, √, 　, 　, 西安铁路局, 车站
孙镇, 陕西省渭南市蒲城县孙镇, √, 　, 　, 西安铁路局, 车站
潼关, 陕西省渭南市潼关县城, √, 　, 　, 西安铁路局, 车站
万源, 四川省万源市火车站, √, 　, 　, 西安铁路局, 车站
韦庄, 陕西省渭南市澄城县韦庄镇南新街韦庄火车站, √, 　, 　, 西安铁路局, 车站
渭南, 陕西省渭南市临渭区城区, √, √, √, 西安铁路局, 车站
渭南北, 陕西省渭南市临渭区渭南北高铁火车站, √, 　, 　, 西安铁路局, 车站
渭南南, 陕西省渭南市临渭区河西乡, √, 　, 　, 西安铁路局, 车站
吴堡, 陕西省吴堡县宋家川镇张家焉村, √, 　, 　, 西安铁路局, 车站
武功, 陕西省咸阳市武功县人民路中段, √, 　, 　, 西安铁路局, 车站
西安, 陕西省西安市环城北路44号, √, √, √, 西安铁路局, 车站
西安北站, 陕西省西安市未央区尚新路西安北高铁火车站, √, 　, 　, 西安铁路局, 车站
西安南, 陕西省西安市长安区引镇, √, √, √, 西安铁路局, 车站
西乡, 陕西省汉中市西乡县城关镇, √, √, √, 西安铁路局, 车站
咸阳, 陕西省咸阳市渭城区抗战路, √, √, √, 西安铁路局, 车站
咸阳秦都, 陕西省咸阳市玉泉西路中段咸阳秦都高铁火车站, √, 　, 　, 西安铁路局, 车站
小河镇, 陕西省安康市旬阳县小河镇东山村, √, 　, 　, 西安铁路局, 车站
兴平, 陕西省兴平市南关路西段, √, 　, 　, 西安铁路局, 车站
宣汉, 四川省宣汉县滑山村云寨居委, √, 　, 　, 西安铁路局, 车站
旬阳, 陕西省旬阳县刘湾区进站路, √, 　, 　, 西安铁路局, 车站
旬阳北, 陕西省旬阳县白柳镇, √, √, √, 西安铁路局, 车站
延安, 陕西省延安市宝塔区柳林路, √, √, √, 西安铁路局, 车站
阎良, 陕西省西安市阎良区胜利路北段, √, √, √, 西安铁路局, 车站
砚川, 陕西省商洛市商州区大荆镇, √, 　, 　, 西安铁路局, 车站
燕子砭, 陕西省汉中市宁强县燕子砭镇, √, √, √, 西安铁路局, 车站
阳平关, 陕西省汉中市宁强县阳平关镇, √, √, √, 西安铁路局, 车站
杨陵, 陕西省西安市杨陵区渭惠路中段, √, √, √, 西安铁路局, 车站
杨陵南, 陕西省杨凌示范区揉鼓乡法禧村北杨陵南高铁火车站, √, 　, 　, 西安铁路局, 车站
永乐店, 陕西省泾阳县永乐镇永乐店火车站, √, 　, 　, 西安铁路局, 车站
榆林, 陕西省榆林市榆阳区柳营西路西路与201国道交口, √, √, √, 西安铁路局, 车站
张桥, 陕西省富平县张桥镇张桥车站, √, 　, 　, 西安铁路局, 车站
镇安, 陕西省商洛市镇安县县河, √, √, √, 西安铁路局, 车站
钟家村, 陕西省渭南地区蒲城县荆姚镇钟家村车站, √, 　, 　, 西安铁路局, 车站
